,Text,Ori_Label,Predict_Label
442,"Unfortunately , by the end of last year there were only two Iraqi officers at the 20-week Infantry Officers ' Advanced Course at Fort Benning in Georgia and only one Iraqi officer was sent to the Army Command and General Staff College at Fort Leavenworth in Kansas last year .",/location/location/contains,/location/location/contains
443,"The doctor , who is also a clinical assistant professor of psychiatry at New York Medical College in Valhalla , takes the occasion to describe the physician 's thought process in deciding whether to medicate children .",/location/location/contains,/location/location/contains
444,"When protesters went to Genoa , Italy , for the Group of 8 summit meeting of industrialized nations in 2001 , he spoke to the crowd on the evils of globalization .",/location/location/contains,/location/location/contains
445,"In Connecticut , Storrs , Windsor Locks and North Haven are among the fastest aging .",/location/location/contains,/location/location/contains
446,"There are nine neighborhood-style NORC 's in New York , including two on Long Island -- one in Plainview , the other in New Hyde Park .",/location/location/contains,/location/location/contains
447,"Old Bethpage , Commack , East Meadow and Levittown have seen their over-65 populations triple since 1970 , as have New Jersey towns like Paramus , South Plainfield , Manville , Bellmawr and Strathmore .",/location/location/contains,/location/location/contains
448,"RHODA GOLD was in her mid-30 's in 1950 when she moved from Queens with her husband and three young children to a new ranch-style house in a development called Lake Hiawatha in Parsippany , N.J. She had first heard about the Morris County community from her sister , who had bought a home in the area a few years earlier .",/location/location/contains,/location/location/contains
449,"While most regional accents in England are growing a touch less pronounced in this age of high-speed travel and 600-channel satellite systems , it seems that the Liverpool accent is boldly growing thicker . ''",/location/location/contains,/location/location/contains
450,"And this month , Eliot Spitzer , the New York attorney general , accused Block of steering low-income customers into individual retirement accounts that charged high fees and provided low rates of return .",/business/person/company,/business/person/company
451,"Bill Lockyer , the California attorney general , sued the company over the marketing of '' instant '' tax refunds , which he said were loans with annual interest rates that '' could be in excess of 500 percent . ''",/people/person/place_of_birth,/business/person/company
452,"More recently , he wrote the song '' American Skin -LRB- 41 Shots -RRB- '' about the controversial shooting of Amadou Diallo by New York City police officers , and lent his support to John Kerry 's presidential bid , moves that displeased some fans .",/people/person/place_lived,/people/person/place_lived
453,"Maurice R. Greenberg , the former chairman and chief executive of the giant insurer American International Group , has challenged the rationale for its $ 4 billion income restatement , calling many of the items '' exaggerated and unnecessary . ''",/business/company/major_shareholders,/business/person/company
454,"He is named in a suit brought by the New York attorney general , Eliot Spitzer , which claims that he and others manipulated A.I.G. 's financial statements and misled regulators , and he continues to be under criminal and civil investigation by federal authorities .",/business/person/company,/business/person/company
455,"In 1981 Mehmet Shehu , long the presumed successor to Albania 's terrifying dictator Enver Hoxha , was found dead .",/people/person/nationality,/people/person/nationality
456,"In similar style designers who are as unalike as Christopher Bailey at Burberry , Alessandro Dell ` Acqua and Jasper Conran presented shows that showcased almost ostentatious restraint .",/business/person/company,/business/person/company
457,"Yet something like collective agreement took hold last week , as designers fell in line with an unspoken effort to restore credibility to this city as a producer of men 's wear and to bring back the status lost to Paris when Hedi Slimane was hired to design Dior Homme .",/people/person/place_of_birth,/people/person/place_of_birth
458,"She and her supporters spent much of the time trying to assuage the critics , one of whom was Senator Sam Brownback , Republican of Kansas and a skeptic on Ms. Miers 's anti-abortion credentials .",/people/person/place_lived,/people/person/place_lived
459,Dr. Topol announced on Thursday that he was leaving the clinic to become a professor of genetics at the Case Western Reserve University medical school in Cleveland .,/location/location/contains,/location/location/contains
460,"At the Palmyra Resort & Spa at Rose Hall , a luxury condominium development under construction in Montego Bay , Jamaica , each of the 630 condo units , ranging in price from $ 365,000 to $ 1.9 million , will have an outlet with a D.S.L. line and connections for setting up a P.C. network and a wireless network .",/location/location/contains,/location/location/contains
461,"The senators , Mr. Warner , Lindsey Graham of South Carolina and John McCain of Arizona , maintain that they can work with the administration to resolve the differences , but they showed few signs of yielding on the disputed questions . ''",/people/person/place_lived,/people/person/place_lived
462,"Her mother insisted that she go to college -- as all four of her siblings did -- and on the day in 1963 when four little girls were killed in the bombing of the 16th Street Baptist Church in Birmingham , Ms. Fields enrolled in Knoxville College , an all-black school in Tennessee .",/location/location/contains,/location/location/contains
463,"After two white men were charged with attacking a black man in Howard Beach , Queens , in late June , her answer to the racial tension was to assemble a forum of clergy members .",/location/location/contains,/location/neighborhood/neighborhood_of
464,"PAGE 22 A Lake 's Murky Future Last year 's hurricanes in Florida churned up an oozy , polluted muck in Lake Okeechobee , making it a soupy mess and crippling its ecosystem .",/location/location/contains,/location/location/contains
465,"While in Paris he socialized with the expatriate author Richard Wright and wrote his first piano concerto , using a musical notation system of his own devising .",/people/deceased_person/place_of_death,/people/deceased_person/place_of_death
466,"Later that year , Mr. Khyam , Mr. Amin and another man traveled to a safe house in Kohat , Pakistan , for two days of training in making explosives , including fertilizer bombs , Mr. Amin said .",/location/location/contains,/people/person/place_of_birth
467,"In mid-2003 , the prosecution said , the Crevice suspects began coming together in Pakistan where Mr. Babar 's home in Lahore was a haven for young , radical Britons of Pakistani descent .",/location/location/contains,/people/deceased_person/place_of_death
468,"A pianist and composer , Ms. Rittmann was first hired by Lincoln Kirstein in 1937 , played piano for George Balanchine 's American Ballet Caravan -- a forerunner of the New York City Ballet -- and was a concert pianist for the choreographer Agnes de Mille .",/business/person/company,/business/person/company
469,"We are not shocked now to see the decaying remnants of our once mighty manufacturing plants or their complete disappearance -LRB- like the recent demolition of the Ford plant in Edison , the last vestige of the automobile industry in New Jersey -RRB- .",/location/location/contains,/business/company/place_founded
470,"At a time when other parts of India are experiencing remarkable economic growth and optimism , Bihar is a stark reminder of an India left behind .",/location/location/contains,/location/location/contains
471,"Mr. Yadav , scion of lower-caste farmers , self-fashioned champion of the downtrodden , now a federal cabinet minister who rules India 's third most populous state , Bihar , worships them in return . ''",/location/country/administrative_divisions,/people/person/place_lived
472,"Cassel was drafted as a quarterback by the New England Patriots , despite never throwing a touchdown pass at U.S.C. , and he now backs up Tom Brady .",/business/person/company,/people/person/place_lived
473,John David Booty 's decision to skip his senior year at Evangel Christian in Shreveport did not come without careful consideration .,/people/person/place_lived,/people/person/place_lived
474,"Among those who turned out to endorse Inez Dickens , a real estate developer and a daughter of Lloyd E. Dickens , an assemblyman with a long political and entrepreneurial career in Harlem , were three of the four members of the group known as the Harlem Clubhouse : former Mayor David N. Dinkins , Congressman Charles B. Rangel and Percy E. Sutton , the former Manhattan borough president and one-time mayoral candidate .",/location/neighborhood/neighborhood_of,/people/person/place_lived
475,"His mother is an admissions counselor at the Andrews School , a girls ' school in Willoughby , Ohio .",/location/location/contains,/location/location/contains
476,"SLAIN IN BOMBING , 1951 The News -- The Florida attorney general closed his investigation into the civil rights murders of Harriette V. Moore and Harry T. Moore , saying the evidence implicated four dead Ku Klux Klansmen : Earl J. Brooklyn , Joseph N. Cox , Edward L. Spivey and Tillman H. Belvin .",/people/person/place_of_birth,/people/person/place_lived
477,"Rupert Murdoch , the News Corporation 's chief executive , is so taken with the idea , executives say , that he wants Mobizzo to be a global brand by the end of the year .",/business/person/company,/business/person/company
478,"This is a lawsuit waiting to happen , and I believe university administrations are playing a game of chicken , '' the Rev. Barry W. Lynn , a lawyer and executive director of Americans United for Separation of Church and State , said . ''",/business/person/company,/business/person/company
479,"Every preseason for 30 years , Coach Bobby Bowden has taken his Florida State football players to a church in a white community and a church in a black community in the Tallahassee area in an effort , he said , to build camaraderie .",/people/person/place_lived,/people/person/place_lived
480,"These questions pestered me during a jaunt down the New Jersey coast to Atlantic City , where I met dear cousin Norma , who 's partial to slot machines and periodic retreats from real life .",/location/location/contains,/location/neighborhood/neighborhood_of
481,"I am here in Kampala , in Uganda , because I escaped the civil war in my homeland of Sudan .",/location/location/contains,/location/location/contains
482,"Cary Granat , a founder and the chief executive of Walden , said that Mr. Anschutz did not intervene in the decision-making at Walden Media .",/business/person/company,/business/person/company
483,"Graveside services Sunday December 18 , 2 P.M. , Tikvat Shalom Cemetery , St. Rose , Louisiana .",/location/location/contains,/location/location/contains
484,"One person who did pay attention was Linor Castro , the principal of Middle School 2 in Flatbush , Brooklyn .",/location/neighborhood/neighborhood_of,/location/location/contains
485,"He repeated the scene in Fairfax , Va. , where 8,000 people greeted the team at the Patriot Center , its campus arena .",/location/location/contains,/location/location/contains
486,"In addition to Elinor , of Washington , and Kevin , of New York , Mr. Bacon is survived by four other children : Karin and Michael , of New York ; Hilda , of Cherry Hill , N.J. ; and Kira , of Vashon , Wash. .",/location/location/contains,/location/location/contains
487,"Born in Philadelphia , Mr. Bacon earned a bachelor of architecture degree from Cornell University in 1932 , then studied at the Cranbrook Academy of Art in Bloomfield Hills , Mich. , with the Finnish architect and planner Eliel Saarinen .",/people/person/place_lived,/location/location/contains
488,"His mark on Philadelphia was perhaps most evident in the planning of Penn Center , a huge development of Philadelphia 's downtown core in the 1950 's and 60 's .",/location/neighborhood/neighborhood_of,/location/location/contains
489,"A 53-year-old man was struck and killed early yesterday in a drunken-driving accident in Woodhaven , Queens , the authorities said .",/location/location/contains,/location/location/contains
490,The eminent domain battle in New London moved closer to resolution when the City Council voted last Monday to begin the eviction process for the remaining residents of the Fort Trumbull neighborhood .,/location/location/contains,/location/location/contains
491,"Modernista , Boston , opened a creative office in Amsterdam to serve an American client , the Hummer brand sold by General Motors , in Europe and the Middle East .",/location/location/contains,/business/company/place_founded
492,"Meanwhile , Palestinian militants fired a rocket from the Gaza Strip into southern Israel on Friday , and Israel said the shaky truce in Gaza would have to prove successful before it could be extended to the West Bank . ''",/location/country/capital,/location/location/contains
493,"Ms. Alvear , a former foreign minister , was one of two women seeking the nomination of the center-left coalition that has governed Chile since the fall of Gen. Augusto Pinochet in 1990 .",/people/person/nationality,/people/person/nationality
494,"Bridge E12 Crossword E2 Metro Diary B2 TV Listings E13 Weather D8 Correction : October 25 , 2006 , Wednesday A photograph with an entry in the News Summary on Monday about the investigation of bombings of the commuter train line in Mumbai , India , was published in error .",/location/location/contains,/location/location/contains
495,"C1 Sentencing in Enron Case Jeffrey Skilling , the former chief executive of Enron , is scheduled to be sentenced in federal court .",/business/person/company,/business/person/company
496,"A8 Clans Clash in Afghanistan Factional fighting between the followers of rival commanders of two Pashtun clans in the Afghan province of Herat killed 32 fighters and wounded numerous others , said an assistant to Ismail Khan , the former governor of Herat .",/people/person/place_of_birth,/people/person/place_of_birth
497,"But he remains actively concerned , as does the Bush administration , about the Israeli intention to keep building settlements on occupied land in the West Bank and about the route of Israel 's separation barrier , which in numerous places undermines the principle of a viable , contiguous future Palestinian state .",/location/location/contains,/location/location/contains
498,"While the rustic rooms at the institute are really only a step up from a youth hostel , the Farm at San Benito , opened at the end of 2002 in the Philippines -LRB- 632-696-3795 ; www.thefarm.com.ph -RRB- , is set on a coconut plantation with thatched-roof villas , elaborate gardens , a pet peacock and a general manager with experience at some of Asia 's top hotels .",/location/location/contains,/location/location/contains
499,"But a hospital in Lima , the capital , denied her request , though abortion is legal under such circumstances in Peru .",/location/location/contains,/location/location/contains
500,"Emboldened , women 's groups that advocate the legalization of abortion have taken to the streets of Buenos Aires ; Santiago , Chile ; and the Colombian capital , Bogota , with some marchers publicly admitting they had had abortions .",/location/location/contains,/location/location/contains
501,"Rosalind Russell , the stage and screen actress who grew up in Waterbury , once said of fame : '' Success is a public affair .",/people/person/place_of_birth,/people/person/place_of_birth
502,Mr. Bush toured the Virginia BioDiesel Facility here east of Richmond to see how pure soy is poured into gleaming stainless steel vats and emerges as a low-polluting form of diesel fuel .,/location/location/contains,/location/location/contains
503,"Mr. Milosevic has also written to President Jacques Chirac of France , asking him to testify , but he has not replied either , Mr. Rakic said .",/people/person/nationality,/people/person/nationality
504,"One spokesman initially told reporters there was no Senate race in Nevada this year , though the incumbent Republican , John Ensign , has a Democratic opponent who should be at least passingly familiar , since he is Jack Carter , the son of former President Jimmy Carter .",/people/person/place_lived,/people/person/children
505,"To test these claims , Jim Courier , a former champion who won 23 singles titles -LRB- including 4 Grand Slams -RRB- in the late 80 's and early 90 's , served , volleyed and hit crushing ground strokes with four new rackets at Tennisport Club in Long Island City , Queens .",/location/location/contains,/location/location/contains
506,"NEVER one to miss an occasion for a witticism , Truman Capote whispered to Joanne Carson not to worry as his life slipped away at her house in the hills of Bel Air in Los Angeles .",/people/deceased_person/place_of_death,/location/neighborhood/neighborhood_of
507,"Ireland , that island of inaction , in Joyce 's words , '' the old sow that eats herfarrow , '' was the Malawi of Europe , and for many identical reasons , its main export being immigrants .",/location/location/contains,/location/location/contains
508,"There he and his wife , Philippa Day of Sydney , Australia raised their three children .",/location/location/contains,/people/person/place_lived
509,"The parents said they had come to the cemetery , in Cambria Heights , Queens , to offer thanks .",/location/neighborhood/neighborhood_of,/location/location/contains
510,"The show is divided between the Dahesh Museum of Art , 580 Madison Avenue , at 56th Street , (212) 759-0606 , through Jan. 22 , and the Princeton University Art Museum , Princeton , N.J. , (609) 258-3788 , through Jan. 15 .",/location/location/contains,/location/location/contains
511,"Bruce Wasserstein , the head of Lazard , is a distant cousin of Mr. Moonves .",/business/person/company,/business/person/company
512,"One company , led by Leslie Moonves , the co-president , would include CBS , its television stations , outdoor advertising and radio .",/business/person/company,/business/person/company
513,"Earlier this week , as Mr. Kalkin oversaw the Push Button House 's final assembly in Collins Park in Miami Beach , he anticipated its unveiling .",/location/neighborhood/neighborhood_of,/location/location/contains
514,"Mr. Kalkin created the design pro bono for Natalia Vodianova , a fashion model whose charity , the Naked Heart Foundation , has raised $ 500,000 to build the first one next year in Nizhny Novgorod , Ms. Vodianova 's hometown and Russia 's third largest city , which has agreed to provide a 20-acre plot near the city center .",/people/person/nationality,/people/person/place_lived
515,"WHERE -- Richmond , British Columbia WHAT -- 1-bedroom floating house HOW MUCH -- $ 42,600 This house is berthed on the Fraser River about 30 minutes from downtown Vancouver .",/location/location/contains,/location/location/contains
516,"The president of Xaverian High School in Bay Ridge , the biggest Catholic High School in Brooklyn credited the school 's lay board of trustees , in place since the early 1980 's , with turning the school 's finances around . ''",/location/location/contains,/location/location/contains
517,"Under the plan , sketched out by Bishop DiMarzio at a gathering of clerics and administrators at the Diocese of Brooklyn 's conference center in Douglaston , Queens , each lay board , made up of alumni , community and business leaders and others , would be in charge of three to five schools .",/location/neighborhood/neighborhood_of,/location/location/contains
518,"Later , the Rev. Vincent Miceli , pastor of St. Fortunata Church in New Lots , Brooklyn , said that the meeting had given him plenty of food for thought . ''",/location/location/contains,/location/location/contains
519,"The efforts to save the rain forest began a decade ago , as lumber companies that had already cut most of the old-growth forest around British Columbia , by far Canada 's richest forestry province , began moving into the Great Bear .",/location/administrative_division/country,/location/location/contains
520,"To drive the point home , Mr. Saran produced an official Chinese map showing Sikkim as part of India , '' the same color wash as the rest of India . ''",/location/administrative_division/country,/location/country/administrative_divisions
521,"Annexed by India 30 years ago , Sikkim had been represented as an independent country until recently .",/location/location/contains,/location/administrative_division/country
522,Cleveland Browns -LRB- 3-12 -RRB- at Houston Texans \* -LRB- 7-8 -RRB- 1 p.m. Cleveland has lost nine in a row and can not wait for this season to be over .,/sports/sports_team/location,/sports/sports_team/location
523,New Orleans has won its last three games but has yet to beat the Panthers since the former Saints back-up and Louisiana native Jake Delhomme took over at quarterback for Carolina .,/people/person/place_lived,/people/person/place_lived
524,Atlanta Falcons \* -LRB- 11-4 -RRB- at Seattle Seahawks -LRB- 8-7 -RRB- 4:05 p.m. Seattle can win the N.F.C. West with a victory or a Rams loss .,/sports/sports_team_location/teams,/sports/sports_team/location
525,"After lifting weights and running on a treadmill in the morning , Myles would go to class and play basketball at noon with former Louisville stars like DeJuan Wheat and Darrell Griffith .",/people/person/place_of_birth,/people/person/place_lived
526,"But to some longtime Washington observers , Mr. Boehner 's dealings with interest groups are affirmation that despite the change in leadership and a political climate that appeared conducive to changes in longstanding practices in dealing with lobbyists , the standard currency of influence and access on Capitol Hill -- campaign contributions , junkets and jobs -- remains largely unchanged . ''",/location/location/contains,/business/person/company
527,"IT is close to half a century since Horst Fascher was the flyweight boxing champion of Germany , a gold medal prospect in the 1960 Rome Olympics and a young man who knew his way around this wealthy , rough-and-ready port city .",/people/person/nationality,/people/person/nationality
528,"INSTALLED at his regular table at his regular cafe in Cairo , a daily rendezvous that only illness could cancel , Naguib Mahfouz observed the anonymous crowd swarming the city streets with an eye that was tolerant , humane , sometimes ironic or arch , but never malicious .",/people/deceased_person/place_of_death,/people/deceased_person/place_of_death
529,"With weary delegates negotiating all night , Kamal Nath , India 's minister of commerce and industry , spoke strongly in favor of the services agreement at 5 a.m. on Sunday . ''",/people/person/nationality,/people/person/nationality
530,"But the declaration does require the elimination of industrial nations ' tariffs and quotas on almost all exports from the world 's poorest countries and does resolve disputes over cotton and other issues among developing countries that had led to the collapse of talks at the last W.T.O. conference two years ago in Cancun , Mexico .",/location/location/contains,/location/location/contains
531,"But the rise of telephone call centers , computer programming , accounting and financial analysis in cities like Bangalore , Hyderabad and Mumbai , formerly Bombay , has created a big lobby in India for offering these services to other countries .",/location/location/contains,/business/company/place_founded
532,"They included the new Kingsbridge library branch on West 231st Street in the Bronx ; a redesign of the Harriet Tubman Memorial Plaza at Frederick Douglass Boulevard and West 122nd Street in Harlem ; an Engine Company 277 and Ladder Company 112 building at Knickerbocker Avenue in Bushwick , Brooklyn ; and the reconstruction of Louise Nevelson Plaza at Liberty Street , William Street and Maiden Lane in Lower Manhattan .",/location/location/contains,/location/neighborhood/neighborhood_of
533,"Among the projects in the works are an expansion of the Queens Museum of Art -LRB- the team of Grimshaw Architects and Ammann & Whitney -RRB- ; a new Remsen Avenue repair facility in Canarsie , Brooklyn , for the Department of Environmental Protection -LRB- Kiss & Cathcart -RRB- ; and a new homeless center -LRB- Polshek Partnership -RRB- .",/location/location/contains,/location/location/contains
534,"The agency remains in cavernous headquarters in what feels like the middle of nowhere in Long Island City , Queens .",/location/neighborhood/neighborhood_of,/location/neighborhood/neighborhood_of
535,"The Kelo decision was n't compelled by legal precedents , '' says Richard Epstein , a law professor at the University of Chicago . ''",/business/person/company,/business/person/company
536,"Asked by Senator Chuck Hagel , Republican of Nebraska , about the recent comments of the Saudi foreign minister , Saud al-Faisal , that Iraq was disintegrating , she said : '' I really think that the proper role for Saudi Arabia or for any other country in the region is to help them , not critique them .",/people/person/place_lived,/people/person/nationality
537,"Senators Mel Martinez , Republican of Florida , and George Allen , Republican of Virginia , offered the most extensive praise for the administration on its handling of Iraq .",/people/person/place_lived,/people/person/place_lived
538,"Among them were Iran 's Mahmoud Ahmadinejad , who is now Iran 's president , and Habibollah Bitaraf , the current energy minister .",/people/person/nationality,/people/person/nationality
539,"Sir Bob Geldof told Prime Minister Paul Martin , right , of Canada that he was not welcome at the next month 's G8 summit in Scotland unless Canada was willing to increase its foreign aid budget . ''",/people/person/nationality,/people/person/nationality
540,"The concert itself was also widely criticized for the organizers ' decision to present it at a small park , which holds just 35,000 , in the tiny city of Barrie , Ontario , at least an hour 's drive north of Toronto .",/location/location/contains,/location/location/contains
541,"Directors of NovaGold , based in Vancouver , British Columbia , dismissed Barrick 's bid as inadequate and made legal challenges .",/location/location/contains,/business/company/place_founded
542,"The United States and Japan announced Saturday a sweeping agreement to reshape their military alliance , including the reduction of marines on Okinawa and the construction of a new generation of radar equipment in Japan as part of a missile defense system .",/location/location/contains,/location/location/contains
543,"The number of American military personnel in Japan , now about 50,000 , will fall by 7,000 with the relocation of some Marine Corps units from Okinawa to Guam .",/location/location/contains,/location/location/contains
544,"Ending a decade of negotiations on the placement of American troops within Japan , the agreement seeks to remove a severe irritant in relations by reducing American military personnel on Okinawa , where residents complain of noise and crime .",/location/location/contains,/location/location/contains
545,"The Pentagon news conference was held a day after Japan announced it had agreed to base a Nimitz-class American aircraft carrier in Yokosuka , 30 miles south of Tokyo , in 2008 , the first time a nuclear-powered carrier has been allowed to use Japan as its home port .",/location/location/contains,/location/location/contains
546,"The meeting came as Japan has troops on a humanitarian mission in Iraq , the first time Tokyo has deployed its forces into a combat zone since World War II .",/location/administrative_division/country,/location/location/contains
547,"Ms. Fields , the Manhattan borough president , is not offering significant proposals for cuts or increases in taxes , besides restoring the so-called commuter tax , which was repealed by the state in 1999 -LRB- and which would not be paid by New York City voters -RRB- .",/location/location/contains,/location/location/contains
548,"Correction : January 21 , 2005 , Friday An article yesterday about a court decision granting the comic book creator Stan Lee a share of Marvel Enterprises ' profits from films and other spinoff projects referred imprecisely in some copies to his role at Marvel Comics .",/business/person/company,/business/person/company
549,"Stan Lee , a co-creator of Spider-Man and legions of other Marvel Comics superheroes , landed a powerful blow of his own yesterday against the company .",/business/person/company,/business/person/company
550,"Calling the man , Dean Arthur Schwartzmiller , a '' serial child predator , '' the police in San Jose said they had been holding him in the Santa Clara County Jail without bail since June 7 , pending a preliminary hearing .",/location/location/contains,/location/location/contains
551,"The China A team consisted of four women -- Jin Jin , Liu Shu , Liu Yan and Wang Yan -- and two men , Liu Jing and Li Xin .",/people/person/nationality,/people/person/nationality
552,"The third World University Team Championship , which ended yesterday in Tianjin , China , was won by the China A team .",/location/administrative_division/country,/location/location/contains
553,"The agency determined that George Mason 's marketability in northern Virginia was second to only the Washington Redskins , and the Patriots sold about 1,500 season tickets last season . ''",/people/person/place_lived,/sports/sports_team/location
554,"This process had a number of flaws , '' said Andrea Stewart-Cousins , a Westchester County legislator who represents Yonkers . ''",/location/location/contains,/location/location/contains
555,"Redemption for all the White Sox fans -- from ordinary grandmothers to White Sox legends like Bill Veeck , the former owner , who did not live to see a World Series victory for Chicago after 1917 .",/people/person/place_of_birth,/people/person/place_lived
556,"The three lived in an apartment on 66th Avenue in Rego Park , Queens , in a complex of short brick buildings on a quiet cul-de-sac .",/location/location/contains,/location/neighborhood/neighborhood_of
557,"She was found on a tidy block in Middle Village , Queens , in the 1 a.m. coolness on Sunday by several people who were drawn by her cries .",/location/location/contains,/location/neighborhood/neighborhood_of
558,Cons Conservationists are so adept at battling cellphone towers in some sections of Litchfield County that visitors need n't bother driving around New Preston in quest of a signal .,/location/location/contains,/location/location/contains
559,"THE New York undercurrent that runs throughout the Litchfield County village of New Preston is merely white noise to Brooke Hayward Duchin , much like the waterfall that cascades below her 19th-century mill house on the East Aspetuck River .",/location/location/contains,/location/location/contains
560,"Judith Lorber New York , Dec. 1 , 2005 The writer is emerita professor of sociology and women 's studies , Brooklyn College and the CUNY Graduate Center .",/location/location/contains,/business/person/company
561,"I grew up with him , so I 've seen it for a long time , '' said Gary Sheffield , who , like Martinez , is from Tampa , Fla. '' I call him the real Godzilla . ''",/people/person/place_of_birth,/people/person/place_lived
562,"Mr. Wiesenthal tracked down Karl Silberbauer , at the time a Vienna policeman , who had been the Gestapo aide responsible for arresting Anne Frank and her family in their secret annex in Amsterdam , a feat of sleuthing that buttressed the credibility of Anne 's diary in the face of neo-Nazi claims that it was fabricated .",/people/person/place_lived,/people/deceased_person/place_of_death
563,"And he put a reporter for The New York Times on the trail of Valerian D. Trifa , a leader of the fascist Iron Guard in Bucharest , Romania , who fomented a massacre of the Jews , later found refuge in Michigan as archbishop of the Romanian Orthodox Episcopate in the United States and was deported in 1984 , to Portugal , where he died three years later .",/location/country/capital,/people/deceased_person/place_of_death
564,"Few survived the trek , with stops at the camps in Plasgow , Gross-Rosen and Buchenwald and ending at Mauthausen in Austria .",/location/location/contains,/location/location/contains
565,"Simon Wiesenthal , the death camp survivor who dedicated the rest of his life to tracking down fugitive Nazi war criminals , died yesterday at his home in Vienna .",/people/deceased_person/place_of_death,/people/deceased_person/place_of_death
566,"He is survived by his daughter , who lives in Herzliya , Israel , and three grandchildren .",/location/location/contains,/location/location/contains
567,"He also promulgated many false sightings in the bungled hunt for Josef Mengele , the Auschwitz death camp doctor who fled to South America and drowned in Brazil in 1979 .",/location/location/contains,/people/deceased_person/place_of_death
568,"Serge Klarsfeld , a Paris lawyer who with his German-born wife , Beate , was instrumental in tracking down the Nazi Gestapo leader Klaus Barbie in Bolivia , called Mr. Wiesenthal an egomaniac and faulted him for not supporting their anti-Nazi demonstrations in South America and Europe .",/location/location/contains,/business/person/company
569,"Also in 1946 , after supplying evidence for war crimes trials in the American zone , Mr. Wiesenthal and 30 volunteers founded the Jewish Historical Documentation center in Linz , Austria , to collect evidence for future trials .",/location/location/contains,/location/location/contains
570,Vietnam has become the talk of investment bankers and investors across Asia .,/location/location/contains,/location/location/contains
571,"It has Asia 's second-fastest-growing economy , with 8.4 percent growth last year , trailing only China 's , and the pace of exports to the United States is rising faster than even China 's .",/location/location/contains,/location/administrative_division/country
572,"The administration tried to shore up support by sending a letter on Sept. 28 to two Republican senators , Elizabeth Dole of North Carolina and Lindsey Graham of South Carolina , saying that the Commerce Department may file its own antidumping cases against low-price shipments of Vietnamese clothing without waiting for American companies to do so .",/people/person/place_lived,/people/person/place_lived
573,"For Vietnam , the meeting will be a coming-out party , critical to its pride in much the way the 2008 Olympics in Beijing are for China . ''",/location/administrative_division/country,/location/location/contains
574,"President Bush , President Hu Jintao of China , President Vladimir V. Putin of Russia and other heads of state plan to come to Hanoi in mid-November for an Asia-Pacific Economic Cooperation summit meeting .",/people/person/nationality,/people/person/nationality
575,"ABOUT THE SERIES The Gathering Storm TODAY -- The schoolrooms of Flushing , Queens -- bustling with the energetic children of recent Chinese immigrants -- seem a world away from the poor New York neighborhoods where diabetes settled in long ago .",/location/location/contains,/location/location/contains
576,"The next wave of media is to unleash the power of serving people 's special interests , '' said John Hendricks , the chief executive of Discovery Communications , which is developing a series of specialized video services . ''",/business/company/founders,/business/person/company
577,"Kaleil Isaza Tuzman was reminded of this last month when someone stole his watch while he was taking a shower in a shared bathroom at his hotel in Khartoum , Sudan .",/location/country/capital,/people/deceased_person/place_of_death
578,"Mr. Weisbrod said , '' It provides me with the opportunity to help create a fabulous New York City neighborhood around Hudson Square for a distinguished New York institution that is really interested in making a positive contribution to the city generally , and to my continuing work in Lower Manhattan . ''",/location/neighborhood/neighborhood_of,/location/neighborhood/neighborhood_of
579,"Donations may be made to the World ORT Union , 126 Elbert St. , London NW1 7NE England .",/location/country/capital,/business/person/company
580,"James P. Gorman , the former head of retail at Merrill Lynch is scheduled to start in mid-February , but in the months since his appointment , Morgan 's brokerage ranks have continued to decrease .",/business/person/company,/business/person/company
581,"He left Vienna in 1927 to work for an export firm in Hamburg , Germany , and to study law .",/location/location/contains,/location/location/contains
582,"Through a series of leisurely walks around the island -- from the Battery to Washington Heights , and from Wall Street to the Harlem River -- Lopate ruminates on Manhattan 's history , architecture and inhabitants .",/location/location/contains,/location/neighborhood/neighborhood_of
583,"Raymond Power Jr. stepped out of his life some time on Aug. 1 , 2005 , the last day he awoke in Westchester County as a lawyer and New Rochelle resident , a 57-year-old husband and father of two , a Boy Scout leader and churchgoer .",/location/location/contains,/location/location/contains
584,"It is rare , but it happens , according to Dr. Rocco F. Marotta , chief of the medical psychiatric service at the New York Medical College at Westchester Medical Center in Valhalla , N.Y. Dr. Marotta , who said he has no knowledge of Mr. Power 's case , said that doctors would first want to rule out any physical causes like seizures .",/location/location/contains,/location/location/contains
585,"He and Vilma Szantho had two children , Loni Hancock , who was mayor of Berkeley , Calif. , and is now a California assemblywoman , and David Harrington , a surgical nurse in Santa Fe , N.M. Dr. Harrington was among the founders of the American Committee for Africa , a prominent anti-apartheid organization , delivered a presidential nominating speech for Norman Thomas , the Socialist , in 1948 and was an early opponent of the war in Vietnam .",/location/location/contains,/people/person/place_lived
586,"He invented it during a trip to the Middle East in the 1970 's as a way to talk more freely with people he met during a politically dangerous time : one could allude to the '' situation '' in Adjnabistan when the real subject , Iran itself , was off-limits .",/location/location/contains,/location/location/contains
587,"The change is part of Mayor Ken Livingstone 's highly promoted policy to improve young people 's access to educational , sports and leisure activities throughout London .",/people/person/place_lived,/people/person/place_lived
